series,mass,noq_error
34::27,1.3,0.4635739269355496
34::290,4.0,1.250525265419105
34::300,70.3,16.18714349376807
34::31,3.0999999999999996,1.0361821618750944
34::310,4.57,1.029568418844498
34::345,4.18,1.4904269056656148
34::351,13.0,4.888655015952834
34::370,5.9,1.969339675418487
34::374,3.17,1.7943650437326486
34::379,6.4,2.287130061796837
34::38,7.7,5.042256320954262
34::396,5.9,2.8384817666682247
34::4,4.8999999999999995,2.2326737610510627
34::41,9.8,3.240155151549213
34::411,5.4,2.0125352661235643
34::416,3.4699999999999998,0.6511585375959016
34::422,4.2,0.7766760525583482
34::424,3.2,0.7379698203474663
34::467,10.0,4.695399683395099
34::468,10.3,3.3040253448988564
34::473,3.2,1.0464248449896125
34::480,4.2,0.9109407630305215
34::486,13.5,3.8250545687044024
34::500,3.3000000000000003,2.8037792600018214
34::554,7.2,3.6744923686029507
34::578,12.1,2.5817211787606924
34::58,3.8,1.6659545161337252
34::580,15.3,4.176159829442311
34::596,5.9,2.739986939597495
34::6,9.6,3.0124394796531613
34::600,21.8,7.731416822873077
34::631,4.14,0.9775207291014999
34::634,2.8,1.0075814681535875
34::635,3.6,2.5705606256011246
34::662,4.1,3.358367521560961
34::672,6.17,3.2541031636177467
34::684,1.6,1.0974289036611946
34::686,3.5,1.4072360642635164
34::688,2.8000000000000003,1.4686656010232224
34::691,37.3,4.449954651564699
34::694,2.7,1.358881871607215
34::699,3.9,1.706471708525226
34::70,32.8,7.652940399857169
34::715,4.4,0.940769362470296
34::728,5.8,1.3995108348642766
34::74,4.18,0.6549647594874148
34::740,4.8,1.6914328617393082
34::76,12.600000000000001,2.1426031675626076
34::769,8.2,2.307414751837185
34::774,8.0,2.1912640462653608
34::775,13.6,3.2060657150203467
34::783,14.3,1.959230796967079
34::79,2.7,1.3373814095130887
34::796,26.7,5.3469136106871336
34::797,7.4,1.9672443942464972
34::810,15.9,4.71250037461669
34::826,1.57,0.9861709877276894
34::834,12.4,4.516000728791405
34::847,3.6,1.3665148337279713
34::99,6.4,1.6473196198878326
35::104,15.5,3.8362717847242584
35::108,3.4,1.692927908002183
35::11,3.8,1.153528047749298
35::116,5.0,2.7453298694268664
35::117,14.9,2.92413003235536
35::118,5.7,1.6908902491032431
35::119,11.0,1.9347699697138
35::122,18.3,4.1264077124639815
35::127,6.4,1.7964885919751168
35::129,4.1,2.505115150147244
35::138,2.6,1.2210613339596126
35::140,2.8,0.8560468903707754
35::19,6.3,6.743308238138596
35::190,4.5,1.9169534835852855
35::2,6.6000000000000005,3.8974354791057917
35::20,1.7000000000000002,1.1383101191538516
35::201,5.9,1.9418564425939984
35::21,4.6,1.2038248841744739
35::215,13.3,8.511410735118236
35::223,5.0,1.2567120235151557
35::224,2.4,1.9279131966875385
35::23,4.2,1.337174281563752
35::26,3.8,1.7288632929142411
35::300,40.87,7.354553339623772
35::306,6.6,2.5824045084671905
35::345,3.37,1.3144214908881304
35::363,3.6,1.3093985292484014
35::37,4.6,3.031956927558276
35::370,3.9,1.2621960327862758
35::374,2.2,1.5681941469784315
35::379,5.3,2.617473959845402
35::38,6.7,4.306128483435377
35::4,5.5,3.9619994914828327
35::41,5.5,4.2091114182864535
35::411,4.3,1.428855285058125
35::422,5.1000000000000005,3.004542602838626
35::486,6.5,4.733129432278036
35::500,1.1,1.5734030174354834
35::515,4.1,1.1920571676615626
35::549,5.8,1.7429412005702531
35::554,7.5,1.8830246320806818
35::569,5.2,1.496083941679176
35::578,7.199999999999999,2.2913099193417086
35::580,23.9,7.164505517725836
35::596,5.1,2.2422838789694257
35::6,8.0,1.1652321160033976
35::600,15.0,4.392845538502797
35::631,4.98,0.9768637700534889
35::635,3.0,1.0979055675098448
35::638,3.77,1.1247382440779903
35::644,2.0,0.9823463870544941
35::650,2.9,1.467793762713363
35::666,11.8,3.9427631009462134
35::684,1.0,1.343710643339332
35::688,1.8,0.6656862268841417
35::70,23.2,8.993111044438109
35::71,5.8,2.2145062147678285
35::740,7.7,1.7368140576848763
35::76,7.800000000000001,2.17528197550652
35::769,4.3,1.2928725825477696
35::77,3.4,2.00352813242297
35::783,7.9,1.3647482493603462
35::793,6.1,2.376539382397275
35::810,8.1,1.4631478207704292
35::834,12.2,3.379506102542549
35::84,4.0,1.888897928941835
35::847,3.38,1.3091016253250662
35::90,2.5,5.37056686686136
35::99,3.1,0.7296938905272491
41::104,26.0,6.598840305307871
41::108,5.3999999999999995,2.7149334046040527
41::114,22.5,4.589175490558589
41::117,41.7,10.432235572283869
41::12,3.3,1.4151245960004846
41::122,26.9,9.182715402368611
41::127,9.8,4.724093509740467
41::18,6.859999999999999,3.2934543573585717
41::190,7.7,5.490791610598622
41::194,10.05,2.5816259039883342
41::201,5.1,3.761259614613314
41::21,7.9,1.9311544988877265
41::213,6.1,2.2848915786627115
41::214,2.9,1.5393264505381326
41::215,40.0,5.939701994629308
41::216,4.2,1.791941557923881
41::219,2.2,1.1584060492476171
41::223,12.4,2.2601096834645182
41::23,6.4,2.0120541501478533
41::250,4.66,1.7840990793108813
41::259,3.7,1.377467302717203
41::26,4.94,2.1236572485441267
41::290,16.1,1.847319404471838
41::291,10.7,2.180323703161151
41::293,4.0,2.015555025483943
41::296,10.9,3.0102284147739575
41::345,5.0,2.1824599694714015
41::351,13.3,5.364135947994566
41::370,7.4,2.8399418191862225
41::379,5.8,2.080061844010694
41::38,4.6000000000000005,2.715091755336152
41::4,7.2,3.747592981069885
41::41,12.8,4.692251099995249
41::411,4.3,1.7008481933916473
41::452,5.6,1.2149641273257585
41::486,21.3,4.602740224551157
41::489,15.9,4.9578977430724915
41::496,7.2,2.639245401870048
41::500,2.0,1.5478700490328663
41::554,7.8,1.9063771686221742
41::563,1.28,1.1312773136394905
41::580,30.6,6.1699863556333465
41::596,4.9,2.655077381293994
41::6,10.8,2.488704111098686
41::600,17.6,4.655235292158876
41::612,3.7,1.4043248373210047
41::620,2.7,0.9321433363459939
41::631,5.1,1.5938525722594243
41::633,2.75,1.1571442051622733
41::634,3.57,0.9370730118845876
41::635,2.5,1.2317986336877542
41::638,5.6,2.1851227336496373
41::670,4.8,1.604735768686851
41::691,61.3,13.714113888652456
41::70,43.3,14.452994755638304
41::74,4.7,1.9279421340911993
41::740,11.0,2.6627139628421785
41::76,6.4,3.176872882297185
41::768,10.5,6.059127827693777
41::769,8.8,1.807469401393114
41::774,13.7,3.5816260816121783
41::775,17.3,5.599719353217212
41::783,11.8,3.962325292523415
41::793,6.1,3.207049518548713
41::806,4.3999999999999995,1.0500563264656035
41::810,9.0,2.1804242817361663
41::834,29.3,5.825024458683636
41::843,3.8,0.9377135718456411
41::99,3.2,1.3972891239819836
46::104,37.7,7.670378105315432
46::108,3.5,1.3256546110639504
46::115,4.2,1.9665820978462547
46::117,45.3,19.410919121285676
46::118,14.7,6.341719070121419
46::119,22.0,12.190326492913904
46::122,31.0,3.6132348916992574
46::127,7.4,1.5501096764998934
46::133,6.1,2.08287515309933
46::136,6.0,1.4051322179715005
46::140,5.0,1.511705255274034
46::150,4.9,2.6755739204705256
46::151,2.5,0.7046567084467481
46::16,4.4,2.5286107343884723
46::18,5.7,2.0818078342071615
46::19,9.1,14.948222780506008
46::194,11.879999999999999,5.387082934686184
46::2,10.1,6.510432527437744
46::200,2.7699999999999996,1.4710505859598972
46::201,9.3,2.0385158634893226
46::21,10.2,1.9966591411695949
46::212,5.1,2.8971779168607883
46::213,6.3999999999999995,2.8858934848320787
46::215,29.099999999999998,19.144887106607964
46::216,4.77,1.9352266336290207
46::220,2.9000000000000004,1.182860726217484
46::223,12.2,2.056566571048722
46::23,7.27,2.3464035097632507
46::247,5.06,1.6583099656349778
46::248,2.52,1.397272467801309
46::249,5.6,1.7149358529284042
46::250,7.14,2.890072401738456
46::257,5.6,2.037123599851961
46::258,2.9,0.9755530022828481
46::259,2.9,1.4298429050912969
46::26,5.0,1.2062998852010203
46::266,4.0,1.9465911356513987
46::290,20.0,3.354686471450552
46::291,11.2,3.5311771427113126
46::292,19.9,3.931609752765739
46::293,5.4,1.926219974159053
46::295,5.1000000000000005,2.2919925883987755
46::296,16.6,4.359504786722109
46::300,75.359,20.39916318561372
46::310,17.8,4.476199347619108
46::345,8.67,2.666535669678549
46::351,13.0,3.5233903926624803
46::362,8.25,3.42735760122477
46::363,10.6,2.596685742597103
46::366,4.75,1.731913005644351
46::368,3.0,1.106428111335711
46::373,2.7,1.1512773194930346
46::374,2.6999999999999997,1.316064667209239
46::4,16.1,3.811673843826489
46::41,10.9,9.031898834889727
46::411,7.0,2.4550317534298607
46::416,3.97,2.535161702549886
46::419,12.5,3.4816201628664576
46::437,3.44,1.3649902374263663
46::439,7.3,5.171298550420287
46::446,3.4,3.7359379159448878
46::452,7.3,2.3105835024825563
46::470,2.7,0.5454047858647826
46::486,19.2,2.9042610657245724
46::489,13.8,5.787998593106472
46::496,8.7,2.162171941012002
46::500,2.24,1.4370991214517468
46::525,5.1,1.088551182273981
46::536,2.8,2.717208542493506
46::554,7.6,1.6702235097873945
46::556,1.5,1.4828696816034501
46::560,3.6999999999999997,1.1812374059760193
46::563,2.0,0.5941499570598466
46::567,8.9,2.1817203089370434
46::578,11.7,1.2577674052595378
46::592,3.83,1.1239847578712614
46::6,13.8,2.4382741636950858
46::60,5.5,1.613779526168273
46::600,29.2,8.914786519013287
46::622,4.0,1.271271568660528
46::63,3.7,2.177048866176783
46::631,11.200000000000001,3.7407168369411368
46::633,4.08,0.8313316523950589
46::634,4.87,1.7193832583896898
46::635,3.8,1.7812423766173078
46::636,2.0,0.9681741293777211
46::638,6.4,1.7628899791689498
46::644,5.5,1.9830402428227536
46::650,5.7,1.0484802711562728
46::666,25.3,14.025281770218294
46::670,7.4,2.287271563721976
46::682,11.5,4.183480249784446
46::688,5.0,1.7932149152558683
46::691,68.4,7.528759746674412
46::7,4.7,0.9556583821690764
46::70,60.5,21.006271551745723
46::715,6.2,1.159280769865642
46::719,4.5,1.7431170305446546
46::729,8.8,2.041215241356435
46::74,8.1,1.9474728911921129
46::740,11.1,3.5669916739973235
46::76,12.7,2.0776832315732987
46::764,6.07,0.7267730792538414
46::768,3.4,1.673793183641479
46::769,11.1,2.1257918250691796
46::77,6.800000000000001,1.5162417574107536
46::774,17.8,6.607490013127787
46::775,16.8,8.132752355815924
46::779,4.75,1.6139591916734568
46::783,18.2,4.991383485143234
46::79,2.48,1.2111694010886866
46::793,8.799999999999999,3.403923250174127
46::797,6.3,2.3097184685523686
46::802,7.300000000000001,5.908344397710339
46::804,12.6,2.338195026204879
46::806,4.0,1.0296027313806666
46::807,4.9,2.8711943742812824
46::816,3.2,0.9864618437946153
46::819,1.8,2.39194249600641
46::825,4.5,1.3064524622533589
46::834,14.7,12.334943508668204
46::841,2.1,0.9455976704885051
46::843,7.9,1.784178981818989
46::93,7.9,1.7415696860990217
46::94,5.3,2.5374847026708496
53::104,16.2,6.908476199987707
53::108,4.0,1.7866668062014608
53::110,2.8,1.1422217843727687
53::114,8.3,2.1765569315775495
53::115,3.1799999999999997,1.18544971711733
53::116,5.4,0.8126030626078522
53::117,19.4,9.467730649891262
53::118,5.5,1.98334038438622
53::12,5.3,1.9623409701833616
53::122,25.1,6.506285555441423
53::127,10.9,3.6900422013394865
53::132,14.1,3.89141927848236
53::135,2.5,0.9495514281290842
53::136,5.3,1.3679718543050314
53::140,6.4,1.0938386584209274
53::144,7.3,2.293060992962565
53::166,9.8,1.6958444329220512
53::17,5.2,1.8163635109735101
53::190,3.4,1.7035325595239414
53::2,6.7,3.4157528306978047
53::201,7.1,2.2692005544413645
53::207,13.2,3.6075894344698014
53::21,4.1,1.0708018164575568
53::214,4.5,2.1916676784780478
53::215,19.4,8.86979434720019
53::222,4.0,1.3496227022884066
53::223,5.1,0.6181274509092608
53::23,5.4,1.6146438026174776
53::240,11.9,2.0665965923767358
53::250,3.7,1.4238214472217772
53::253,1.8,4.166771858764397
53::26,3.75,1.077243409798484
53::290,4.07,0.9846348042437758
53::296,3.36,1.2490303548894728
53::306,5.55,1.9813147212478504
53::31,4.3,1.6064269371212927
53::310,4.38,1.4143118058946833
53::345,3.74,1.308838549910009
53::351,11.6,4.073957114585834
53::370,5.2,0.9207552319691686
53::374,2.9,0.8916115111639087
53::379,7.4,1.5081848606179395
53::38,7.300000000000001,5.617494143498881
53::387,7.2,2.9122663623712755
53::397,3.0,1.7948878302998648
53::41,7.3,2.701229187229279
53::411,4.3,2.5900790786232286
53::414,4.2,1.2120953532808645
53::419,5.5,1.9895450439284308
53::422,4.6,0.8255743891720766
53::429,3.5,1.2686875595311855
53::439,4.8,2.790872488671808
53::467,13.2,6.513008326803504
53::468,8.6,3.2157286185620526
53::473,2.4,0.5090606532543475
53::481,18.7,6.423704237449002
53::486,10.7,2.7044370388381838
53::489,5.5,1.6983204146321234
53::500,3.5,2.165988957856034
53::549,5.3999999999999995,3.484984255435442
53::554,9.4,3.4525997172566907
53::567,5.1,1.6301887193158424
53::569,4.2,1.4605047779287585
53::578,10.6,2.242381987213033
53::58,2.6,0.6680000067722645
53::580,22.4,6.031295079979371
53::599,5.4,1.4252884955429728
53::6,7.300000000000001,2.151772266816115
53::600,20.099999999999998,9.048202119554938
53::631,3.8000000000000003,1.3469566893841294
53::635,4.78,2.0313585456458108
53::638,3.77,1.9229917559950895
53::644,2.4,1.2397692645505698
53::645,3.8,0.7960898333657113
53::672,6.2,2.4872228813923605
53::682,8.1,2.817637340222494
53::691,28.7,6.309244874214873
53::715,3.5,1.006641056067165
53::728,4.800000000000001,1.8706894182504912
53::740,5.7,1.7240587172397595
53::76,14.7,4.641903432349319
53::769,7.699999999999999,2.112943553328148
53::775,10.0,2.930989682422343
53::783,12.5,2.5727796499920186
53::79,2.3000000000000003,0.6963968709591097
53::796,20.4,4.476533762201433
53::797,5.8,1.566740289338098
53::80,3.08,0.8770844714843195
53::810,13.8,3.5574532392931575
53::834,9.7,3.637883022201102
53::847,4.3,0.9637639869785387
53::853,3.5,1.8919099735547542
53::99,5.1,2.486257139021766
55::104,18.6,8.657277677940773
55::114,16.2,2.9104146480790183
55::117,31.1,5.866598723134709
55::118,6.9,2.5183410423883603
55::122,22.599999999999998,6.36793857190745
55::127,6.4,2.4320193910267256
55::129,3.5,6.216215414811452
55::144,15.7,6.415960704937515
55::150,3.0,1.8785100664870724
55::166,14.2,2.8470955896968135
55::18,6.9,3.4955558297052844
55::19,9.5,6.317174245479389
55::190,4.2,3.0678562223784684
55::194,7.61,1.9627450953489167
55::207,10.0,2.505693817854419
55::21,8.0,0.9092451260593954
55::212,5.380000000000001,3.006148547256297
55::214,3.3,0.6908502499638256
55::215,26.1,9.710323310758346
55::219,4.1,1.6289344407647142
55::222,5.8,1.684285704822591
55::23,5.7,2.502995227669287
55::250,3.37,1.1684634165013938
55::26,4.9,1.4750554737440078
55::291,5.93,1.9177361006380884
55::293,3.6399999999999997,1.522541029100263
55::296,12.700000000000001,2.525175107456384
55::300,52.18,9.715111276211346
55::319,6.5,4.1428150807743105
55::345,3.9,1.1931530436404896
55::366,4.8,2.1464833852520515
55::370,7.3,2.1136021797409335
55::379,6.1,1.3671756974536906
55::396,7.1,3.2790722430177657
55::4,9.2,4.1723816643483875
55::41,7.9,6.51166205940938
55::411,5.3,3.0266127032825874
55::414,4.4,1.3861690702107798
55::467,26.700000000000003,10.65898426091552
55::468,5.7,2.1910686576875413
55::486,14.6,2.317532155383362
55::489,13.2,3.527096396201086
55::496,5.88,2.194793485406233
55::500,2.0,0.9021887844324172
55::554,6.3,1.1618363488423002
55::578,8.4,1.8281536221657628
55::580,28.2,7.814693754482986
55::596,6.3,4.0393188994497295
55::6,8.6,1.1826984345014253
55::600,18.5,6.058630992223228
55::62,3.8,1.3606331660874198
55::631,9.0,3.8546901541204748
55::638,4.67,1.9189292070851363
55::67,4.0,1.7443159694844645
55::682,6.7,1.5776384617540842
55::684,3.0,0.8491793241434152
55::688,2.6,1.4878441061316405
55::691,53.3,9.552370553680404
55::699,4.2,1.9919954953280798
55::70,33.9,9.099106381213687
55::707,2.0,0.9761957723527566
55::719,4.1,0.9755943918542457
55::728,5.3,2.1068110371018425
55::74,4.4,1.6584144727457817
55::740,5.3999999999999995,1.8037896000323332
55::76,8.08,1.6278718020969742
55::768,6.699999999999999,3.4149300450548092
55::769,6.4,1.2641293158610292
55::77,3.9000000000000004,1.939707867753724
55::774,13.5,5.284205617415596
55::775,11.8,4.960655519129367
55::783,9.9,3.531988361619981
55::793,3.1,1.8979160085195619
55::796,12.200000000000001,3.4813816431403324
55::802,5.4,3.3335188357416143
55::806,5.2,1.4870953561400375
55::810,8.1,3.0599393477158805
55::834,21.4,4.937454773788267
55::847,3.4,0.8865334346883991
55::93,5.5,1.2762670722615506
56::104,12.2,10.046033847188127
56::11,3.3,1.352491912733971
56::117,16.6,11.105116350445059
56::118,5.5,1.647081547945684
56::122,21.3,3.968640057214357
56::127,6.2,2.4779827125461047
56::129,3.2,3.3573221370447155
56::136,5.5,2.187818629624286
56::19,9.2,4.494761936446337
56::21,3.9,2.0502395290352045
56::212,2.1,1.8111997264233537
56::215,16.8,10.210671170241957
56::250,2.6999999999999997,0.8557860042149126
56::26,4.6,0.8996196928403575
56::291,3.5599999999999996,1.0753451918495136
56::296,6.84,2.0868648709160533
56::310,4.57,1.1283005400392097
56::345,2.4,0.34289331304742665
56::363,4.5,0.9582298603124564
56::370,5.6,1.6813338672696698
56::4,5.3,2.9516896883388104
56::41,3.9,4.85252789198856
56::411,5.4,1.3038598074662895
56::422,3.9,0.8995591732935003
56::467,14.5,3.9537890678617775
56::478,4.4,1.6030918358594997
56::486,13.2,3.5140787720506337
56::489,7.3999999999999995,2.3674405926896442
56::500,2.5,1.6188136560508548
56::554,7.180000000000001,1.4473956141477506
56::567,4.3,1.358695762429011
56::578,7.0,1.8043753739117498
56::58,2.3,0.9871237128326327
56::580,21.5,4.010412117181831
56::596,4.5,1.6727171688708353
56::6,9.1,1.7057800031292958
56::60,3.6,1.29596023964023
56::600,13.8,3.9816199863538406
56::638,4.38,1.6576447253639752
56::645,2.5700000000000003,1.2616753375107286
56::650,4.3,1.862324978161598
56::691,36.9,4.800184029154961
56::699,4.2,1.7667759984224782
56::70,24.6,8.870878781088507
56::71,4.1,3.505556366113935
56::715,3.8,1.2302510696288005
56::740,5.1,1.0433157139665807
56::764,4.0,1.7974472910951558
56::769,5.1,1.9959155247926983
56::774,7.0,1.8428540655687575
56::783,7.4,0.9569898338313265
56::802,2.7,3.9084737482333667
56::834,11.5,6.280178297591621
56::843,4.8,1.2077247331080367
56::93,3.6,1.2931043539541214
57::104,27.7,5.585202878356586
57::108,3.4,1.4286374379747653
57::11,4.8,1.3673531750542114
57::115,5.8,2.582318622791754
57::117,37.8,18.218367267056724
57::118,10.700000000000001,4.812687739899471
57::12,7.8,2.432919968881305
57::122,30.3,7.380624573729568
57::127,8.6,2.8861935745327694
57::129,4.4,6.426827921142131
57::135,2.4,1.4088395887109568
57::136,4.8,2.697695507939779
57::142,33.3,6.464269993268228
57::151,2.9,0.6834753783982678
57::18,4.0,0.9855267876891778
57::19,8.5,11.331151832438952
57::194,12.8,3.906113118928302
57::201,5.7,1.7603040414378945
57::21,11.3,3.90290339115797
57::213,5.5,2.0461720546518687
57::215,31.7,18.250492354791508
57::216,4.7,2.316826277954009
57::223,11.7,2.6773878545979533
57::23,7.8,1.8828119550470794
57::250,4.4,1.8509216411751823
57::259,2.4,2.07203694617075
57::26,3.98,1.1979968021971525
57::290,21.4,4.552902715965692
57::291,9.9,1.6274876838624055
57::293,5.44,2.4079937880138558
57::296,12.790000000000001,4.408495041611989
57::300,62.619,10.22227758861424
57::321,7.9,4.164808574231436
57::345,5.5,2.195433777633098
57::366,4.1,1.7113509305539119
57::368,3.34,1.8677462268108105
57::379,3.9,3.0026478230490246
57::387,9.2,4.44312760855542
57::4,10.4,3.749689312221123
57::41,12.2,5.193200761551123
57::411,3.1,2.458930321597723
57::415,6.2,2.03741591090919
57::416,4.15,1.315948901663455
57::422,4.5,1.2694515777415307
57::473,3.6,0.9811361477063568
57::486,21.799999999999997,7.238430574575533
57::489,17.1,5.8756541633626815
57::496,7.86,1.8496014411907533
57::500,2.1,1.3637694410861678
57::554,7.1,1.510246098786599
57::567,8.1,2.775294577943286
57::578,6.8,2.5922511584170445
57::580,32.8,8.221619755192213
57::596,4.7,4.102481648267726
57::6,14.9,3.1931051159601047
57::60,4.0,0.7969381727068774
57::600,18.3,6.076217572263273
57::62,3.6,0.8756824700485678
57::633,2.17,1.4662608990653925
57::638,4.4,1.406878943810682
57::644,4.0,3.369373838856979
57::650,4.3,1.4912087072354319
57::670,7.5,2.7278229954699946
57::677,3.0,1.4297028504509128
57::682,6.800000000000001,1.4980383279101903
57::70,46.5,17.44767407020646
57::715,3.4699999999999998,1.232106719967054
57::719,4.6,1.1046526835258126
57::74,4.2,1.4229337037901006
57::746,3.7,0.5902207770387621
57::76,10.5,2.4636490701732763
57::764,5.7,2.5116410447643758
57::768,8.6,5.207188122500243
57::769,10.6,4.108180538086685
57::77,2.8,1.8490157758960186
57::774,15.4,4.525841021531507
57::775,14.5,8.402360327498304
57::783,12.9,2.680886980343035
57::802,4.9,3.3689622416425777
57::806,5.3,1.7288865681337604
57::830,3.2,1.3977713816881985
57::834,25.7,6.957858929566508
58::104,20.2,6.161929746735515
58::108,3.9,1.0110360741616984
58::115,2.4,2.7616779500564266
58::118,6.8,1.9463139689485351
58::122,25.6,8.346649900316816
58::127,9.0,1.6326927133119469
58::129,9.399999999999999,4.5108464513647455
58::135,3.4,1.8470222719345721
58::136,7.0,3.258157743189979
58::138,3.4,0.4825958081548991
58::140,4.8,1.3560177821609325
58::16,3.4,0.6381903329148289
58::166,14.5,2.7236968235104535
58::19,11.6,6.197849827794988
58::190,6.4,2.7066702170080257
58::200,3.0,0.9033082217616991
58::201,6.9,2.9108624023210705
58::207,12.9,3.13447591800488
58::21,7.2,2.943095724135116
58::212,4.0,2.3058961413823256
58::215,21.6,10.317833749916547
58::216,4.3,1.8362478972589886
58::219,4.3,1.4231441856162481
58::220,3.9,1.0146077171939452
58::222,3.4,1.2916901290694653
58::23,5.8,2.5127801882883007
58::244,1.9000000000000001,3.0102839253434026
58::250,3.8,1.843711683653188
58::259,1.5,2.08272003220403
58::26,4.0,0.8109876417815748
58::27,1.6,0.5766879065062801
58::290,5.9,1.5959806677709416
58::291,4.9,1.5331892775755231
58::300,45.718,11.159405398435329
58::306,6.5,1.4684504457609149
58::344,3.28,1.069531289642704
58::345,4.9,2.3266002890055333
58::363,5.2,0.8697992432262012
58::370,6.8,2.421628077370659
58::379,5.6,3.267789083390481
58::396,3.05,1.3143953079414399
58::41,4.2,5.61236896953379
58::411,3.4,1.6114236741318022
58::414,4.4,1.1654449168816114
58::422,5.6,1.4038978240977604
58::439,3.1,2.305688443855513
58::473,3.0,1.1884646610470662
58::481,15.6,2.1197627951084064
58::486,12.9,3.626989148299026
58::489,6.7,1.9822791646955107
58::500,3.4000000000000004,2.585658693681623
58::548,3.5,1.0513386293230496
58::554,9.6,1.6524772445945648
58::556,2.5,0.3640132911271752
58::565,4.18,1.2707727495163483
58::567,5.4,1.8321637277545582
58::578,9.4,1.4866225740570413
58::58,4.0,0.847277011829446
58::6,10.9,2.5292235061722543
58::600,23.8,10.804479107573357
58::634,3.2699999999999996,1.3054096540685336
58::635,5.6,1.3295137719809922
58::638,7.0,1.9189442153551401
58::644,3.1,0.9823448154308493
58::645,4.95,0.8732958464360913
58::650,3.6,1.5461273662762385
58::688,3.1,1.3077272812025398
58::70,27.200000000000003,8.044868720885649
58::707,2.2,0.5169870395085722
58::71,6.1,3.9536937838345776
58::715,4.9,1.7174332854686631
58::738,7.3,1.7992031837250857
58::74,5.08,2.0624710229332015
58::746,4.4,1.3569412547372668
58::76,11.3,4.478356889494867
58::764,5.3,1.0688722318755008
58::769,8.7,2.125132500250957
58::77,6.0,1.2540867156956026
58::774,8.0,2.9450350239738317
58::775,8.9,7.394200997466538
58::783,11.399999999999999,2.0941608802745426
58::79,1.8,0.716007616190555
58::793,5.5,0.9319080424507363
58::797,6.8,3.1552919301641924
58::806,5.9,2.256008561723586
58::822,4.9,3.2307250362763025
58::834,13.5,6.558917073241218
58::843,5.5,1.4236853703815162
58::847,5.6,0.937772032097631
58::93,4.3,1.253955149533018
59::104,16.6,7.454434691353454
59::108,3.8,1.2904873625354236
59::11,3.2,0.7083275337961903
59::114,12.7,1.9947966331291667
59::117,23.7,4.158854475363983
59::118,4.5,2.225489987955362
59::122,27.1,4.743850601974746
59::127,6.7,1.8183253034086806
59::129,3.0,5.227566083680511
59::166,13.1,2.787320863980855
59::18,4.7,1.5434274699533854
59::19,10.0,7.7660495036323525
59::190,4.3,3.3054971825093125
59::193,5.1,1.8999200832499614
59::194,6.29,2.062047488957667
59::201,4.3999999999999995,1.799607498016246
59::21,5.9,1.3846797079817956
59::212,4.1,0.6771892761481046
59::215,23.2,10.178357156478997
59::218,5.9,2.7219609144350105
59::222,3.8,1.385347931738841
59::23,4.3,2.4270825735909534
59::250,3.5,1.365679385456783
59::253,1.8,3.555475868386902
59::26,6.0,1.9928345483254315
59::290,6.9,1.4085738627524376
59::291,5.7,2.1091404408190733
59::296,6.96,1.739423765908255
59::300,43.56,11.6827657439339
59::310,8.2,1.9748069225414027
59::345,4.319999999999999,1.5997491286939511
59::370,4.6,1.2880634314519643
59::4,8.5,2.254937294622797
59::41,6.4,5.466660412026439
59::411,3.8,2.4820995799354995
59::473,3.0,1.190590223379076
59::486,14.5,3.2677973284859023
59::489,11.2,2.7543188022721963
59::496,4.5,1.1437624658250425
59::500,1.1,1.334029400362296
59::554,6.1,1.5599316202699502
59::567,5.7,2.1251647902955937
59::58,4.0,1.0326115170738064
59::580,25.9,7.1689815241217705
59::596,7.3,1.1330617626975106
59::6,8.8,2.95728093068666
59::600,14.6,4.3038969506590306
59::631,6.300000000000001,0.6869207639576702
59::638,4.87,1.675844169940517
59::644,3.5,1.355635835335532
59::670,4.5,1.3475250518815467
59::684,3.1,0.9979434097188105
59::686,2.8,1.124717787397755
59::688,3.1,0.8668644995664115
59::691,49.1,9.016628338271747
59::699,4.199999999999999,1.756337877765409
59::70,28.4,10.049539932109544
59::72,3.9,2.164995167197222
59::740,4.8,2.0797709314090627
59::76,8.6,1.3710462019525156
59::768,4.0,2.920201195966806
59::769,6.1,1.537382304531696
59::77,2.7,2.804949779925882
59::775,12.299999999999999,2.863565944830304
59::783,9.0,2.6568948569921904
59::793,3.8,2.27793505579978
59::810,8.4,3.26792093089871
59::831,5.9,1.7453471277993886
59::834,21.7,4.334767584449294
59::843,4.1,1.440408326219492
59::853,5.6,1.3045324042502873
60::104,17.8,7.230171897053019
60::108,3.5,1.1501276104442686
60::11,4.8,1.3480830977527323
60::110,3.1,1.2308392449702628
60::115,4.05,2.1382556229102376
60::117,18.7,5.371544232535194
60::118,7.9,3.5017129200428765
60::119,8.98,9.323763353216
60::122,32.3,9.12110222011422
60::126,12.1,2.0623971793233165
60::127,7.6,1.402951153322145
60::136,5.8,1.1166618668753214
60::140,3.0,1.0553127026737235
60::150,5.8999999999999995,2.406724330234064
60::16,3.5,0.5582936156826142
60::166,11.1,4.54004778836377
60::190,6.300000000000001,3.334016375979547
60::192,2.8,0.6033150117988295
60::194,7.2,2.83758693384467
60::201,7.8,2.7269005954965233
60::207,13.2,5.182658285196361
60::21,7.7,3.068788428436611
60::212,3.0,0.9636894395621658
60::213,4.6,1.7672767507173872
60::215,19.8,8.038654556567753
60::223,6.300000000000001,1.2490462146108814
60::224,3.91,2.708302684875495
60::226,8.0,2.9890990720974484
60::23,8.6,2.2730688023049965
60::247,2.48,1.9427207767301218
