series,mass,noq_error
19::21,5.9,1.4673177039640222
19::212,3.34,1.4076473637964797
19::215,24.8,8.808708199201153
19::222,3.5,1.0970835889746189
19::223,5.3,1.9971917429973778
19::23,4.5,1.6153758436373669
19::250,2.28,0.9719556860010388
19::26,4.7,1.4946767051904835
19::290,6.5,1.2828136654669167
19::291,4.15,1.3389961976223306
19::296,5.6,0.8230646192088087
19::300,41.318999999999996,9.662866079120265
19::345,2.7,1.2813562835268177
19::351,10.64,3.6428142090405107
19::370,3.7,1.2889337656068192
19::38,6.7,4.8430135210206195
19::4,8.3,1.380420245718961
19::41,3.7,5.67748387331941
19::411,3.5,2.433273524808265
19::414,4.1,1.2360314393450091
19::416,3.8,1.0773880586235034
19::420,1.9,1.6562605903817489
19::439,2.7,1.5424180864476602
19::473,3.3,1.0473782016601305
19::486,9.9,2.711344338499556
19::489,6.8,1.5704695520633507
19::496,3.94,0.840110243174417
19::500,1.6,1.7945312890143645
19::554,7.1,1.8710607741563732
19::569,4.1,1.0745837492665198
19::58,3.9,1.299060834530201
19::580,23.2,7.042832612728103
19::596,5.1,1.9979801735752907
19::6,7.5,1.990890785851507
19::600,17.7,6.647641180135719
19::635,2.1,1.5434119455598834
19::638,3.98,1.135477897943702
19::644,4.6,1.187071493604583
19::670,3.3,0.3111087808619362
19::688,1.6,1.2347035101276473
19::691,37.7,4.875915107814009
19::699,3.3000000000000003,1.5205042892851184
19::70,28.6,10.215511780891093
19::728,4.7,1.1346159111970489
19::740,5.4,1.4836381480909206
19::76,5.5,3.855886850943163
19::764,3.5700000000000003,0.9875063402362338
19::768,3.3000000000000003,3.0030377818945633
19::769,6.5,2.0637768824127
19::774,8.3,2.6866563342138186
19::775,11.0,3.1600969110628885
19::783,8.2,1.0009660018374227
19::796,13.0,2.9519871443921875
19::810,9.2,1.1368111138105224
19::834,10.4,4.2340731396370614
19::843,2.8,0.8187271937759677
19::90,11.100000000000001,3.708030228612561
19::93,3.68,0.870764140362428
1::104,36.7,5.2429145867981095
1::108,5.73,1.8654884401261276
