series,mass,noq_error
FOODS_1_071,1298.0,1176.6470918687019
FOODS_1_073,713.0,688.2773149091943
FOODS_1_074,1212.0,969.9553840203695
FOODS_1_075,472.0,474.41334442244863
FOODS_1_076,1061.0,925.0333010769092
FOODS_1_077,228.0,228.15707208158508
FOODS_1_080,704.0,691.3509782195268
FOODS_1_082,6581.0,3676.46927745274
FOODS_1_084,409.0,419.3910824760707
FOODS_1_085,9922.0,4659.597130856031
FOODS_1_088,1733.0,1384.3975208856173
FOODS_1_089,604.0,609.6254309211741
FOODS_1_091,290.0,292.7374952945574
FOODS_1_092,1451.0,1219.7331056101561
FOODS_1_093,507.0,506.93264077153896
FOODS_1_095,453.0,373.3401707442946
FOODS_1_096,15004.0,5944.827385434472
FOODS_1_098,1114.0,900.7188363927269
FOODS_1_099,7712.0,3784.020346876647
FOODS_1_101,819.0,777.2106877220798
FOODS_1_102,766.0,722.990791173812
FOODS_1_103,1052.0,1018.6435124082037
FOODS_1_106,1883.0,1540.5770887213334
FOODS_1_107,976.0,808.0455698537493
FOODS_1_109,831.0,789.2737253462756
FOODS_1_110,1872.0,1364.070862194873
FOODS_1_112,1338.0,1210.1732342348676
FOODS_1_113,4076.0,3060.234275733215
FOODS_1_114,598.0,594.2019349009718
FOODS_1_115,648.0,603.4622837996621
FOODS_1_116,1194.0,1042.0871675753326
FOODS_1_119,489.0,492.0982562513717
FOODS_1_120,484.0,445.4611504211526
FOODS_1_121,960.0,857.0112687831133
FOODS_1_122,1162.0,1034.523944004582
FOODS_1_124,1197.0,1063.0827432734459
FOODS_1_125,516.0,485.2489673400364
FOODS_1_126,150.0,151.74236361596388
FOODS_1_127,1095.0,989.1599141474195
FOODS_1_128,525.0,541.5270023291965
FOODS_1_129,4195.0,2203.2586100095214
FOODS_1_130,1608.0,1283.789366055815
FOODS_1_131,422.0,422.2713020463481
FOODS_1_132,952.0,938.4697631342367
FOODS_1_133,631.0,620.0485510177255
FOODS_1_134,1144.0,1002.0904007908964
FOODS_1_135,881.0,761.9845418329029
FOODS_1_136,227.0,227.23303311981823
FOODS_1_137,2398.0,2205.592613750697
FOODS_1_138,879.0,765.3012593621619
FOODS_1_139,2937.0,2341.376191837678
FOODS_1_141,542.0,541.2337257805008
FOODS_1_144,832.0,818.6857646616235
FOODS_1_146,807.0,730.4788369734447
FOODS_1_147,647.0,644.6462501451575
FOODS_1_148,373.0,364.5493003079483
FOODS_1_149,1275.0,1188.057500182542
FOODS_1_151,406.0,409.8719444653906
FOODS_1_152,863.0,825.475051744761
FOODS_1_153,1148.0,1022.1383608618993
FOODS_1_154,3468.0,2765.121736708445
FOODS_1_155,1441.0,1290.140420756698
FOODS_1_157,864.0,768.4963983140404
FOODS_1_160,650.0,642.3878839575202
FOODS_1_162,4589.0,2790.179671276902
FOODS_1_163,1687.0,1438.766743504997
FOODS_1_164,481.0,488.4940234007024
FOODS_1_168,730.0,732.4058729577392
FOODS_1_171,808.0,798.8506266083594
FOODS_1_173,3900.0,2910.045649971542
FOODS_1_175,697.0,661.414286915983
FOODS_1_176,425.0,434.2852386158552
FOODS_1_177,913.0,864.8425663214676
FOODS_1_179,312.0,310.5964787987926
FOODS_1_182,1278.0,1215.8579604746121
FOODS_1_184,3679.0,2532.887098945456
FOODS_1_187,1325.0,1181.6122781223735
FOODS_1_189,475.0,475.1318641895872
FOODS_1_190,2051.0,1751.9443821850473
FOODS_1_191,665.0,680.0110605433628
FOODS_1_192,303.0,272.42355414081874
FOODS_1_194,1808.0,1326.2484232841302
FOODS_1_196,1561.0,1403.4540752891523
FOODS_1_198,908.0,836.551915653433
FOODS_1_199,992.0,963.2763193339038
FOODS_1_200,7328.0,4197.973691940841
FOODS_1_202,1785.0,1418.3365449940943
FOODS_1_204,5378.0,3710.2035649856884
FOODS_1_207,1278.0,1101.6424329104286
FOODS_1_208,1629.0,1301.596031227265
FOODS_1_209,336.0,315.9232779203782
FOODS_1_213,527.0,525.232351444113
FOODS_1_214,854.0,762.2348515680758
FOODS_1_215,1812.0,1714.1732089792597
FOODS_1_216,1010.0,958.8174193978954
FOODS_1_217,4045.0,2443.3345260954356
FOODS_1_218,12160.0,6369.069884480948
FOODS_1_219,2885.0,1914.181343792472
FOODS_2_001,1828.0,1383.67030602077
FOODS_2_002,2897.0,1911.584568336663
FOODS_2_003,1122.0,914.9971139919934
FOODS_2_004,1511.0,1126.9089957314382
FOODS_2_005,755.0,645.0601696559
FOODS_2_006,286.0,288.93733156177876
FOODS_2_007,384.0,384.3132310378339
FOODS_2_009,1303.0,1175.4657965354354
FOODS_2_010,1048.0,991.2951115945838
FOODS_2_011,603.0,566.9870805442338
FOODS_2_012,475.0,470.6411688495964
FOODS_2_013,7756.0,3798.535004418578
FOODS_2_014,1382.0,1097.8960796426654
FOODS_2_015,952.0,885.2040733155977
FOODS_2_017,417.0,417.4677459269416
FOODS_2_018,2093.0,1365.5181205571498
FOODS_2_019,5205.0,2149.020294914931
FOODS_2_020,1035.0,956.1488178998568
FOODS_2_021,2917.0,2302.1879337883597
FOODS_2_022,1881.0,1345.9534343969794
FOODS_2_023,1469.0,1285.5610558178805
FOODS_2_025,839.0,745.5148682114633
FOODS_2_026,2545.0,1879.2528629484352
FOODS_2_027,673.0,679.5018816071656
FOODS_2_030,1921.0,1225.4619247408539
FOODS_2_031,1369.0,1050.5294005988935
FOODS_2_032,1455.0,878.0658632029987
FOODS_2_036,2791.0,1911.5034743622268
FOODS_2_038,875.0,810.936589445115
FOODS_2_041,832.0,727.9052041011724
FOODS_2_043,760.0,700.9496937551824
FOODS_2_046,586.0,576.7710653295289
FOODS_2_047,1603.0,1167.9858329422002
FOODS_2_049,1596.0,1249.3583206175356
FOODS_2_053,423.0,418.6703787154838
FOODS_2_055,1530.0,1368.519088329041
FOODS_2_056,4597.0,2454.2413818236796
FOODS_2_059,3225.0,1780.2902544335598
FOODS_2_061,1935.0,1592.1459945205531
FOODS_2_062,721.0,667.1525184589188
FOODS_2_065,3428.0,2397.3698477140497
FOODS_2_066,619.0,607.4471294899142
FOODS_2_068,182.0,182.3452334786664
